s	p	o
http://lod.nbrp/Medaka/MT15	http://purl.obolibrary.org/obo/RO_0002200	http://purl.obolibrary.org/obo/HP_0031377
http://lod.nbrp/Medaka/MT337	http://purl.obolibrary.org/obo/RO_0002200	http://purl.obolibrary.org/obo/HP_0005264
http://lod.nbrp/Medaka/MT374	http://purl.obolibrary.org/obo/RO_0002200	http://purl.obolibrary.org/obo/HP_0001083
http://lod.nbrp/Medaka/MT436	http://purl.obolibrary.org/obo/RO_0002200	http://purl.obolibrary.org/obo/HP_0031377
