s	p	o
http://lod.nbrp/Medaka/MT893	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/tp53-201
http://lod.nbrp/Medaka/MT893	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:tp53-201
http://lod.nbrp/Medaka/MT893	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/tp53-201
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/100049321
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:100049321
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/100049321
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/tp53-201
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:tp53-201
http://lod.nbrp/Medaka/MT894	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/tp53-201
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/100125816
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/100125816
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:100125816
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/cyp17-201
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/cyp17-202
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/cyp17-203
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:cyp17-201
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:cyp17-202
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:cyp17-203
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/cyp17-201
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/cyp17-202
http://lod.nbrp/Medaka/MT914	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/cyp17-203
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/100533507
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:100533507
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/100533507
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/esco2-201
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:esco2-201
http://lod.nbrp/Medaka/MT924	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/esco2-201
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:100529165
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/100529165
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/100529165
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/mstnb-201
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/mstnb-202
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:mstnb-201
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:mstnb-202
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/mstnb-201
http://lod.nbrp/Medaka/MT939	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/mstnb-202
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:100049352
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/100049352
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/100049352
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/edar-201
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/edar-202
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:edar-201
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:edar-202
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/edar-201
http://lod.nbrp/Medaka/MT97	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/edar-202
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/101173571
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:101173571
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/101173571
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/atp6v1ba-201
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/atp6v1ba-202
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	http://identifiers.org/ncbigene/atp6v1ba-203
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:atp6v1ba-201
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:atp6v1ba-202
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://identifiers.org/ncbigene:atp6v1ba-203
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/atp6v1ba-201
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/atp6v1ba-202
http://lod.nbrp/Medaka/MT977	http://purl.org/rbrc/resource/relatedGene	https://www.ncbi.nlm.nih.gov/gene/atp6v1ba-203
